BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.42	58.61	71.25	40.00
0.53	56.48	78.11	31.46
0.50	54.37	75.58	33.33
0.43	46.63	66.31	40.54
0.44	52.58	68.17	43.84
0.89	93.09	90.87	25.53
0.67	72.14	82.26	27.45
0.44	55.90	68.78	41.79
0.83	84.66	85.35	21.21
0.66	70.92	82.23	20.00
0.48	54.72	71.42	38.10
0.56	64.02	83.24	30.77
0.57	64.83	84.01	32.35
0.55	62.81	84.10	40.00
0.62	62.41	68.63	33.33
0.58	50.82	58.88	44.44
0.20	30.26	59.53	74.29
0.00	19.15	43.22	70.00
0.23	34.45	70.28	52.38
0.42	53.98	67.49	33.90
0.39	54.40	62.93	75.00
0.42	48.83	52.90	56.60
0.72	83.94	95.44	14.29
0.40	58.23	76.29	51.43
0.25	36.00	51.17	63.64
0.44	50.19	61.62	48.98
0.36	50.77	78.79	34.29
0.74	76.92	93.32	10.53
0.00	14.53	53.59	78.26
0.50	58.91	82.03	45.28
0.00	18.09	53.55	64.15
0.40	56.96	74.03	48.65
0.19	26.61	58.37	55.81
0.47	51.87	61.39	42.86
0.00	19.67	52.07	77.78
0.60	64.05	66.96	33.96
0.32	30.38	54.23	62.07
0.37	42.82	57.56	51.43
0.27	26.52	52.10	50.00
0.36	46.32	61.68	48.15
0.28	37.90	60.69	46.51
0.27	45.48	58.55	33.33
0.35	32.00	59.00	41.67
0.35	38.04	58.07	54.17
0.00	10.22	38.72	100.00
0.00	28.98	58.71	62.07
0.47	53.83	66.19	40.62
0.61	67.74	82.10	20.69
0.48	55.14	77.39	52.38
0.54	59.96	60.41	22.73
0.45	56.30	81.34	32.26
0.18	30.33	48.79	66.67
0.42	47.92	63.36	37.21
0.00	5.04	51.52	40.00
0.23	37.83	70.09	57.63
0.14	17.89	59.30	62.07
0.90	92.17	91.80	11.76
0.82	77.11	86.35	25.00
0.98	100.00	97.43	7.14
0.72	76.18	80.02	25.00
0.71	77.20	85.45	17.14
0.44	51.13	75.69	47.06
0.40	51.47	73.11	41.03
0.18	19.27	56.64	64.00
0.57	50.39	68.68	36.36
0.50	53.42	63.54	33.33
0.62	71.85	79.62	41.24
0.44	47.21	78.03	41.38
0.58	65.49	78.65	38.30
0.67	67.83	82.21	32.00
0.26	39.52	64.21	62.22
0.44	49.69	66.14	43.68
0.00	38.59	60.95	58.46
0.32	39.19	62.34	50.98
0.67	70.47	74.18	23.08
0.49	55.76	67.35	48.61
0.41	42.13	64.34	39.51
0.34	54.86	65.87	30.30
0.60	65.96	78.76	32.00
0.41	53.46	61.96	47.22
0.00	24.34	56.11	61.54
0.52	59.95	71.25	30.19
0.45	55.00	70.65	38.71
0.13	21.08	59.37	62.34
0.56	65.29	75.11	33.85
